class,s1,prob1,frame1,s2,prob2,frame2,s3,prob3,frame3,s4,prob4,frame4,s5,prob5,frame5,s6,prob6,frame6,s7,prob7,frame7,s8,prob8,frame8
member,dh ix vcl g er l n aa vcl d ix vcl d ah n vcl d er s cl t ae n vcl d iy ng l,0.861094,197,w eh s cl ch eh s cl t ih ih z ix cl k aw n iy ix n uw y ao r cl,0.890859,225,hh eh l cl p s eh l ax vcl b r ey cl ix vcl b r ah dh ix s ix cl k s eh,0.811553,232,k ao vcl d ix vcl jh cl ch iy z epi w ix cl ch ay vcl z ix z vcl d ax l ih sh ix,0.855677,246,ix cl t uh cl k er w er vcl f ao r ix sil b ah dx ix sh ix r ih l iy vcl g ow n w ih th y,0.81671,268,dh ax s er m ih n eh m cl t ax s ay z dh ix n iy vcl f er f er m ix cl t ix v ae cl k sh ix,0.839936,298,n ay s cl k ah n cl t r iy cl t ax m iy l ay ix n ix n f ey s cl t ix f ey,0.885301,310,s ah m hh eh v w aa cl k th r uw cl p ey n ix n s aa r ix dx ix vcl b r ih ng y uw dh ih m eh s ix vcl jh ix v hh ow cl,0.829832,351
member,dh eh cl p ih cl p aa cl k ix w ix z cl k aa r eh vcl hh ae n vcl d ix,0.789386,202,dh ae cl d ao vcl ch ey s ix z cl k ae cl s epi m er s ax l ax s epi l,0.871106,235,p uh dx ax vcl d aa l er ix n s eh n s epi l ih n ix n ah n vcl b eh n ix f ix cl,0.726346,245,dh ix f ih er v cl p ah n ix sh epi m eh n vcl jh ah s cl t ix dx ix n vcl b aa dh er ix,0.734123,258,ix z dh eh r eh n iy w er vcl jh uw ax vcl d l ay cl t ao f r ix n y er ow n vcl d ix f eh n,0.782409,284,s cl t ah f cl k ix vcl b eh er l iy hh ae n vcl d el dh ax s ay cl k el aa vcl jh ix cl k el cl t r aa m,0.831481,289,dh er w ix z ix vcl jh ay vcl g ae n ih cl k w aa s epi n eh cl k s cl t er er v ih ng z vcl b ih vcl t aa cl p ae,0.814332,312,s ay ix n cl t ih f ix cl p r aa vcl g r eh s cl k ah m z epi ax n dh ix vcl d ix v eh l ax m ih n cl ax v n uw cl t eh cl k n iy cl k,0.77145,394
member,ay n ow ay vcl d ih vcl en m iy hh er er l iy ix n ah,0.863967,203,hh iy m ay cl s ey er vcl d uw s ah m th ix ng f el l ix,0.870726,257,iy cl ch s cl t ae vcl g sh er l iy f ay n z ey vcl b ih vcl g f aa,0.930638,262,ae n ix f ih sh el vcl d eh vcl d l ay n cl k ix n aa cl b iy cl p ow s cl p ow n vcl,0.854306,264,k er iy aa s ix dx iy ix m iy aa cl k r iy s eh l vcl d ax m cl k ow ix vcl g z ih s cl,0.827478,291,dh ax s cl k ah l cl t ax l uh cl t eh cl hh ih m sil b ah vcl g ay vcl d ae n dh ax m ey z vcl d sil ae ng vcl g r,0.848055,352,dh ih s vcl b ih vcl g f l eh cl k s vcl b el v oy s w ix th ah n cl k aa m ix n r ey n z hh ae z vcl b ih n s ix cl p er vcl b l iy vcl d ih s ix cl p l ix n vcl,0.806522,466,ae l r iy s iy vcl d ey vcl jh oy n ax cl p oy n m ix n cl sil ix n dh ax vcl b ay aa l ax vcl jh iy ix n ae n vcl jh ix n ih r iy ng vcl d cl p aa m ix n cl,0.81773,498
member,d ix y uw hh ih r dh ax s l ey vcl b eh l z r ih ng iy,0.884495,205,r aa cl k eh n r ow m y uw s ih cl k hh eh z ix vcl g r ey cl sil r ih dh ix,0.862457,267,ae vcl d r iy m ey n iy ng ih n vcl g r iy dx iy ih n cl s sil ix n vcl b r ih ng cl t uw ax vcl b oy,0.867873,301,dh ax m ae ng vcl g ow sil ix n dh ax cl p ax cl p ay y ax sil aa r ih n ax vcl b ow,0.833481,321,t uw hh ih z cl p ah z el m eh n cl t sil dh eh s ah vcl en l iy w ix z epi n ow hh ey,0.834497,353,dh ix vcl jh ay y ix n cl sil r eh vcl w uh vcl z sil sh ih m eh vcl d sil ih n dh ax vcl g l ih s epi n ih ng vcl s ah,0.795898,378,ae z dh iy z epi m ae l ah vcl d iy z ow v ax l ae cl sil s ow m ah s dh ix cl k y uw,0.916225,385,ae n ae dx ah l cl sil m ey l vcl b ae vcl b uw n z cl t iy th ax r n aa cl sil s uw dh ax vcl b el f er iy dx iy ng sh eh l f ih,0.903176,512
member,dh ih s ih z ey s epi l iy cl p ix ng cl k ae cl p s ah,0.891637,207,dh ax hh ao l w ey ow cl p ix n z ix n cl t uw ey hh y uw vcl jh cl ch ey m vcl b,0.97198,274,dh ow z hh uw cl t iy cl ch v ae y uw z f er s cl t ax vcl b aa l ix sh cl ch iy dx ix,0.919496,283,dh ax cl p r iy v iy ix s cl p iy cl k er cl p r ix z eh n ix vcl d ae n vcl b ih vcl g y uw ax s er z eh l cl t,0.803624,309,dh ix vcl b ih vcl d ao vcl l ah v cl t ix cl ch y uw aa n dh ix ow l vcl d r ae vcl d ao,0.906024,344,ch ao cl k l ih cl ae n r ow z ix z n eh v er f ey l ax z ax r ow m ae n cl t ix cl k y ih f cl,0.873734,365,sil ah th ih cl k r ih m z ax m cl k aa r cl p ix cl m ah f el vcl d eh v r iy f uh cl f ao,0.772298,450,dh ix s cl t eh cl m ah dh er aa m ow s cl t ax th aw dx ix cl k s eh cl sh ix n hh ae z vcl b ih n cl p r iy z eh n ix dx ae z ix cl k r uw l ow vcl g er ix,0.847971,470
member,hh aw cl p er m ih n cl t aa r dh eh r eh cl k er vcl,0.922421,208,k ey vcl b el cl k aa n f er m ey sh ih n ih cl s eh cl t r ae n s l ey dx ix vcl,0.863877,261,k r ih dx ix cl k el iy cl k w ih cl m ih n iy vcl z cl p r aa cl p er m ey n ih n cl,0.830122,261,t ih m cl t ey cl k sh iy l eh cl t ix s iy m uw v iy z cl t w ay s ax w iy cl,0.897414,273,hh iy f ay n z ih cl ih n ah dx er m ih z er iy ae n vcl d eh s el ey sh ix,0.916697,289,hh iy w uh vcl ao f er n ow th ih r iy cl t uw ax cl k aw n cl f er hh er m er vcl d,0.97471,298,ae z ix cl p r ix cl k ao sh eh n ax aw l ao z vcl b ao cl g ah n cl p aw dx er f ih dh er s cl t r ao ng hh ow l vcl,0.812164,400,w ix y uw cl p l iy z cl k ix n f er m vcl g ah v er m eh n cl p aa l s iy r iy cl k aa r dx iy ng w ey s cl t r ix m uw v,0.92163,401
member,hh iy s cl k aw el vcl d ae dx er f l aw er,0.953128,208,ao l dh ow ow ih z ax l ow n w iy s er v ay,0.908852,287,dh ix cl k aa r cl t uw n f iy cl ch er z ey m ah s cl k r ae cl eh n vcl d ix cl t ae vcl p ow,0.9219,306,p l iy z sh ao r en dh ix s cl k er cl t f er vcl jh oy,0.867315,317,iy v ix n ay ix cl k ey sh en l iy vcl g eh cl dh ax m ah n vcl d ey vcl b l uw,0.839098,334,sh uh vcl jh er r ae f s vcl b iy cl k ae cl t ix n s epi m ao l z uw,0.915514,342,ih hh ae z epi m ow l cl t ax cl p el ix m cl p l ax cl k ey sh ix n z ax n cl p aa s ax vcl b el hh ae dx ey cl k s f iy er m aa r cl k ix dx ix n cl p r ow vcl g r ae,0.830042,470,m ae n y uw el l eh v el ih ng w er cl k w ay er z ix n er cl p er cl p r iy ix cl dh ix s cl p l ey ih cl p ih cl k s eh l er r aa m ix dx er aw cl p uh cl t,0.903933,506
member,w ix vcl jh uw ax l aw ae cl k s ax v ay l ax n cl t,0.927568,208,y uw m ah s ih cl s cl p l ih s ax cl l iy cl t ax l iy cl t f ay l,0.876526,243,n ow vcl b aa dx iy r ih l ey cl s cl p eh cl k s cl t uw ax v ae cl k y uw ey,0.907179,276,dh ax m uw z iy ah m hh ay er z epi m uw zh ih sh ix n z eh v r iy iy v n ix,0.906562,281,r ih cl ch cl p er sh ix s eh v r el s ay n w ih th ix vcl g r ae f,0.898533,283,g r ow ix ng w eh l cl k eh cl t vcl g aa r vcl d ix n z sil ix z v eh r ix cl t ay m cl k ix n s uw m ix,0.857244,340,hh ay er ix ng dh ax w ay f er w ah n z cl k ah m cl p n iy m ey w ih n hh er cl t ae cl s ey dx ix vcl r ix cl t ay er m ix n ih n cl k ah,0.903803,453,n uw s eh l f cl t ix s iy v ix ng r ae vcl z er hh er ix vcl l iy cl t ao s cl t ah n dh ax cl t uw n ey cl k ix vcl b ow n cl,0.947399,457
member,dh ey aa f ix ng vcl g ow aw dx ih n iy v n ix,0.755407,209,p eh n w ix n z epi l ix v n ih er dh ay s iy ae n aa r dx ix cl,0.815841,223,m ah th ih ng ih z ae z ax f eh n s ih v epi ae z ix n eh s en cl,0.866824,282,dh ax s er cl p l ah sh uw z epi w er s ow l vcl d ax eh dx ix vcl d ih s cl k aw n cl p r ay,0.895086,286,s ah m hh aw w iy ow l cl t ay m er z epi n eh v er f ih vcl g ih vcl d ax w iy w ix dx eh v er r iy cl t ay,0.875084,321,ey s epi m ay l cl p uh l vcl d eh cl dh ax l ow er s cl t r ih cl p ax v epi ih vcl d hh iy s ix v cl t ey,0.811402,337,s iy ix s cl t r ih s ih z ix cl t ae cl ch s ih cl p er z w ix dh ah th ih m vcl b uh l n iy dx ix l eh n th r eh vcl,0.747281,383,ih w ix vcl b iy w eh l cl t uw sh ow dh ax cl p aa cl p y uw ix s hh aw w iy vcl d iy l w ix dh ax vcl d ah l cl t er er,0.834052,390
member,g eh dx ix cl k ae l ix cl k ow cl k ae cl t ix cl k iy cl,0.829092,211,ah m iy vcl b ih s cl ch ey n sh ey cl k aa n s cl t ax n l,0.893154,243,jh eh f s cl t oy vcl g ow cl k aa r cl n eh v er w er cl,0.825492,255,hh ix s cl t ao er cl k el ix vcl g z ih s cl t ix n s ix z ix cl k r iy ey dx ix vcl g uh vcl,0.907912,274,hh iy cl p ih cl d ah cl n ay n cl p eh r z f s aa cl k s f er iy cl ch vcl b r ah dh,0.855537,310,dh ix cl k ay ow dx iy cl b aa vcl k ae cl en hh ay iy n ah er w ay l vcl ae n ax m el,0.909861,334,w ah n ix v dh iy z ix z dh ix s aa l ix vcl d eh r ix dx iy eh n ix cl k aa m f ix dx ih n sh ow v r ix l ey sh en sh ix cl p ax v m eh r ix vcl,0.892157,452,l ih cl p s cl p er s cl t m ao r n f ax l iy hh iy s cl t eh r vcl d aw n eh dx ix cl s cl k r ey z ax l iy s ae vcl g ix ng l eh f s ay vcl,0.92308,507
member,dh eh cl p ih cl p aa cl k ix cl w ax z cl k aa cl r eh vcl d hh ae n vcl d ix,0.837832,212,y eh s epi m ae m dh ix cl ch ih l vcl d r ix n cl k ao r ix s cl t hh aa r dx ax l,0.859959,239,dh ae cl d ao vcl ch ey s ix z cl k ae cl t s epi m er s el ax s epi l,0.849162,284,hh iy r ih m eh m vcl b er dx ih s cl t ao r iy hh iy hh eh vcl d r eh dx ih z ix y uw,0.89448,290,s cl t eh f cl k uh vcl b eh r l iy hh ae n vcl b el dh ax s ay cl k el aa vcl jh ix cl k el cl t r aa m,0.903407,333,dh er w ax z ix vcl jh ay vcl g ae n ih cl k w aa s cl p n eh cl k s cl t er er v ih ng z vcl b ih vcl t aa cl p hh ae,0.844168,398,dh iy ih n cl t ih th ix s ih s ax v dh iy eh cl k y uw m eh n ih cl k el ix n dh ax l ow cl k el dh eh n ow l ao ng vcl g er ix vcl g z ih s cl,0.899828,454,s ay n cl t ih f ih cl p r aa vcl g r eh s cl k ah m z f m dh ix vcl d ix v eh l ax cl m ix n ix v epi n uw cl t eh cl k epi n iy cl k,0.799564,471
member,w ay n ao r ah dh ax v eh r ix ay vcl d iy,0.916142,214,dh ix sh ih er f s epi w ih v el cl ch eh r cl t ih l cl t ix vcl b ae cl,0.870959,239,dh ax hh ao l w ey ow cl p ix n z ix n cl t uw ey hh y uw vcl jh cl ch ey m vcl b,1.00097,273,dh ax vcl b ih vcl d ao vcl g l ah v cl t ix cl ch uw ao n ix ow l vcl d r ae vcl d ao,1.00211,285,dh ow z hh uw cl t iy cl ch epi v ae l y uw s f er s cl t ix vcl b aa l ix sh cl ch iy dx ih,0.929101,319,ch aa cl k l ih dx ix n r ow z ix z epi n eh v er f ey l ax z ax r ow m ae n cl t ix cl g ih f cl,0.904341,325,dh ax cl p r iy v iy ix s cl p iy cl k er cl p r ix z eh n eh vcl d ae m vcl b ih vcl y uw ih s r ix z eh l cl,0.811448,342,n ao r dh er n l ih v r el z ah dh ix cl ch iy f s ix cl p ao r dx er z ax v s ih l r ay cl s eh n ax v ih n ix vcl g r ey sh,0.858431,427
member,f ih l dh ae cl k eh n cl t iy w ix cl t f r eh sh cl p r ih ng w ao dx,0.830246,215,m ay vcl d ih l m ao r n ix ng vcl b ix vcl g ih z w ax th hh aa cl k ao f,0.833118,216,k ae s iy m cl t ax l ow cl k ey l ae n m aa r cl k s ix n dh ix s epi n,0.82279,246,hh w ix n sh eh vcl d ey l iy v r ah s cl t w aa r cl k,0.828054,267,t r ih sh s ao aw er z ix n aw er z ix m uw v iy s ae dx er dx,0.927366,273,dh iy z ix vcl g ow ix ng z ow ao l vcl jh ix s f er l ae cl k s er aw cl dh ax v ax w ey cl,0.827971,285,dh ax r ih cl sh ih v eh s cl t ax m vcl b l ae cl z er cl k aa n z ax s eh dx ah s cl t aa l ix sh uw,0.850536,338,t ax cl p er cl p eh r m ah s cl t er cl k r iy m vcl b l eh n m ah s cl t er w ix th ax n ah f epi w ao dx er cl t m ey cl k ix th ih n cl p ey s cl,0.802551,415
member,k iy cl th ih th ax m aa m ix dx er eh n vcl d ix y er cl t ah ng vcl,0.808033,216,dh er cl k y er iy aa s iy w ih n hh ae cl p ax l iy ae dx ix vcl b aw n,0.867376,251,ax v cl k ao r sh ix cl k ix n hh ae v ix n ah dh ix cl t uw n ix f ix sh s ae m w ix cl,0.78437,269,ix vcl d ih sh en eh n s ax vcl t r ae cl k sh en er l er n s cl k ih l,0.861625,273,b aa vcl th aw m ao r cl k l ae m z ix cl dh iy ow sh ix n z eh vcl,0.963446,283,w ix th ix w er l ix ng vcl jh ah m cl p ix cl k ax vcl g ih cl t ix n cl t ix vcl g iy,0.85731,290,t eh cl ix cl k el r aa vcl d er z sil k ih n ax vcl b r iy v iy ey en vcl b ih v l iy aa vcl g er f r iy,0.789192,367,ix cl s f ih r ih z eh dx er v r ow l cl k ao r s cl t ay n ae s cl t ix cl k ao r el z ax n v aa l cl t ix ng ae m vcl b ih sh ix n,0.806354,421
member,hh ih z l eh cl p s f aw cl g l uw cl t ix vcl g eh dh,0.914763,218,hh uw cl t ih cl dh ix cl k ay ae cl k vcl d aw n dh ax vcl b ay y,0.906488,233,d aa cl t er z cl p er s cl k r ay vcl d r ah vcl g z cl t uw f r iy l,0.860962,245,dh eh eh s ey ah n vcl d ix n ay ah vcl b l iy r ix f l eh cl k s aa r v y uw ey vcl b l,0.921995,341,f er vcl g er l z dh ah ow v er cl p ix cl t eh cl sh en ix z f aa r m ao r cl p er v ey s ix,0.898329,354,aa l hh eh v ix s cl k uw vcl b ah vcl d ae dx ix cl k s aa dx ix cl k cl p er cl p el ix n cl t er cl k oy sh er vcl b er,0.8616,369,sh iy s m ay eh l vcl d ix n cl t iy th vcl g l iy n vcl d sil ih n er vcl b y uw dx ix f l iy m aa dx el vcl d aa l ax v f ey,0.877034,475,sh eh l sh aa cl k ao z vcl b ay sh r ae cl n ow ih s ah m cl t ay n z sil k y er vcl th r uw vcl g r uw vcl th eh r cl p,0.828232,631
member,hh iy n iy vcl z aw cl t f iy l vcl b uh z vcl b ae vcl,0.877455,218,d uw y uw hh ae v dh iy eh l ow oy n cl m ix cl r eh dx,0.839154,223,ih cl s ih m cl p aa s ax vcl b el cl t ix vcl d iy l w ix cl b y er r aa cl k r ix s,0.815216,290,dh ae dx ih z hh w ah cl ch ae l ix hh uh vcl d ix ih z hh iy cl t eh l vcl d ix m s eh l,0.884028,340,d ow n vcl d l uh cl f ah vcl g r uw cl v ae l y ix vcl b el z ih n ah vcl b ay ng cl v ao l cl,0.825236,340,dh ix n uw s ix vcl b er vcl b ah n ay cl t s epi w er cl t hh aa r vcl d ao n r iy f er vcl b ix sh iy ng dh ih er ow l vcl d ah hh ah ix m,0.838696,477,ey cl ch ao f cl t ix vcl b ae cl k ax cl p uh dx ao n ow cl p ix n w uw n w ix z vcl b ow th ae n cl t ix s eh cl t ix cl k ix n hh iy l iy,0.886652,486,dh ix vcl d ay vcl n ow s ix s w ix z vcl d ix s cl k ao r ix vcl jh ix ng hh aw ax v ah hh iy w ix z epi n aa ow v ax l iy w er iy vcl,0.870455,499
member,hh aw vcl d uw oy s cl t er z epi m ey cl p er el,0.977338,219,r ah f cl k l aa r ae s hh ih s f ih,0.794149,250,b ay iy dx iy ng y ow vcl er sil hh y uw m ey l ih v l ao ng vcl g,0.940979,274,dh ey r ix m ey n l ay f l ao ng f r eh n z eh n cl k ax m cl p ae n uw n,0.873737,301,k l ih f s dh ih s cl p l ey w ah z epi m ix s cl p l ey s ao n dh ax s cl k r iy,0.855397,306,dh ax f r ay en cl ch ay l w ax z vcl jh eh n l iy s ix vcl d uw vcl b ay hh ih z vcl b ih vcl b r ah dh,0.892214,352,ih n ae n ay vcl d ih l aa vcl jh ix cl k el aa vcl g y uw m eh n cl sil dh ax cl p ix cl t ih s ix cl p eh n s cl t eh n cl t uw th ah m cl dh ax cl t ey vcl b,0.849548,465,ah n vcl d er dh ih s l ao sil ae n y uw el vcl g r ae n cl s er vcl g ih v ix n cl t uw s ih s dh ax m z ih n s ah v s cl ae n sh uw ax m aw n cl,0.82068,607
member,s cl t iy v cl k ax l eh cl k s epi r eh r ix n aa v el cl k oy n,0.869004,226,s ih cl k l ax cl k el cl p r ow vcl g r ae m z w ax n eh v er cl k ax m cl p ay,0.8703,230,k l ih r cl p r ix n ah n s iy ey sh en ih z ix cl p r iy sh iy ey dx ix vcl,0.820585,242,hh ae cl k ix vcl d eh m ih cl ae cl t ix cl t uw vcl g ae n cl t iy zh er vcl d ix cl p l ow m,0.816194,258,dh iy z m eh n w er w ih th aw cl k ae cl p ix dx ax l er cl k s cl p ih r iy eh n cl,0.813197,260,ih s epi n ow cl k ix n cl t ih n ih z epi l iy vcl b ax cl k w ay ix n l iy sil iy v ix n l,0.815501,282,f ah m ih s sil m ow dx ix cl p uh l cl p er s epi n eh l vcl d ix v eh l cl p ah dh ix m iy n ix ng f el ix n r ix l ey dx ix vcl d ey dx,0.767147,406,dh ax cl k ao r dx ih ng cl t uw m ay n cl t er cl p r ix cl t ey sh en ah dh ax cl p aa vcl m cl t uw l ay n z epi m ah s cl b iy cl p er cl p ix n vcl d ix cl k y ix l,0.795075,422
member,hh aw w el w iy w er cl k ih cl t,0.904046,228,s cl p r ih ng s cl t r iy ih s cl t r ey dx ix hh eh vcl,0.889747,240,dh ih vcl g ao r vcl jh ix s vcl b ah dx er f l ay ey dx ax l aa dx ax v n eh cl t,0.848187,266,t ey cl ch aa r vcl jh ax v cl ch uw z ix ng hh er vcl b r ay vcl z m ey vcl z vcl g aw n,0.926507,320,dh eh er z ix th ih cl k sil s cl k w aa sh iy cl k r ae cl k ax f ih s cl t ao n f l eh,0.910897,364,hh er aa r vcl b er n hh eh r iy m ay n vcl d ih vcl d hh ih m ax v aa dx ax m l iy v,0.906317,440,k aa f iy ih z vcl g r ow n ao n s cl t iy cl jh ah ng vcl g ow l ay cl s l ow cl p s ih n cl t eh n cl p er ix cl z ow n,0.868047,443,y uw cl k uh vcl d aa s ow s ey dh ae ih n dh iy z cl p ae m f l ih z ix z ax r ix l iy v ix ng cl k w aa l ax cl t iy eh m ix cl ch er ix cl t,0.843118,522
member,w ix cl t aa m vcl b oy ao f ax m cl p l ey aw cl d ao r,0.85824,229,b r ay cl s ah n sh ay n sh ix m er z ah n iy ow sh ix,0.843652,241,jh aa n z vcl b r ah dh er r iy cl p ey n ix vcl d ix vcl g er aa vcl jh vcl d ao,0.91524,250,d r ah n cl k ih n ih s epi w ax z n ow l ao ng vcl g er cl t aa l r ey dx ix,0.702974,325,m ae s cl k er ey cl p aa r dx iy s cl t ae cl k s epi w ah n z ix m ae vcl jh ix n ey sh ix,0.875634,326,ix cl t ih cl k ix cl t r ae vcl jh ix dx iy cl t ix vcl b r ih ng f ih ng s cl t uw eh hh eh vcl,0.800516,338,w ix vcl jh uw cl p l iy z cl k ix n f er m vcl g ah v er m ix n cl p aa l s iy r ix vcl g aa r dx ix ng w ey s cl t r ix m uw v,0.836551,379,k ae dx ax l w ix cl ch vcl d ay vcl f er m dh eh m w ih ng cl t er s cl t ao r m z sil er r iy f er vcl t uw ix z dh ax w ih n cl t er cl k eh,0.854424,445
member,hh ix s cl p ae n ih cl k aa s cl t er m z er cl k w ay cl k ah l er f,0.880225,233,w iy ng m ih n sil s cl t ey cl k l ih r hh iy cl p r ey vcl,0.854445,251,t aa m ah s dh ih ng cl k s ax l aa r cl t er cl k l ae m cl p s ao l z dh ax cl p r aa vcl b l ax,0.82435,280,w ix th vcl d r ao ow n l iy ix z epi m ah cl ch epi m ah n iy ix z y uw n iy vcl,0.808622,294,k ah n s ih vcl d er cl k ah cl p el z v ih z ix vcl d ih ng ix eh n ax aa r m uw z iy ix,0.767219,344,d ay ae n m ey s cl p l er vcl jh ix n vcl b ay ix cl t er cl k oy s epi n eh cl k l ax,0.838672,359,b ay ih ng ah th ah r ow vcl b r eh vcl d hh ao r s er cl k w ay er z ih n cl t uw ih sh ix n eh n eh cl k s cl p er cl t iy,0.892238,401,dh eh r aa r cl k ix n uw z ay vcl d iy l f er f ih sh ix ng ix n cl p ix cl t eh cl t ix vcl d w aa vcl d er z er f er cl k ae m cl p ix ng cl t r eh cl p,0.80576,469
member,iy cl ch s cl t ae vcl g sh er l iy f ay n z ix vcl b ih vcl g f ao,0.930104,234,ay n ow ay vcl d ih n m iy hh er sil er l iy ix n ah,0.954095,237,m ey vcl b iy dh eh l s cl t aa cl p ix vcl n aw sil w ah n s f er aa,0.857317,241,d uw dh ey ah l aw ey th iy ix s ix n cl ch er cl,0.839651,250,eh n ih f ih sh ax l vcl d eh vcl en l ay n cl k ix n aa cl b iy cl p ow s cl p ow n vcl,0.840193,260,k ih r iy aa s ix dx iy ix n m iy dx iy aa cl k er dx iy s eh l vcl d ax m cl k ow ix vcl g z ih s cl,0.87491,311,hh iy hh ow cl dh ey w ix vcl p uh dx ih n s ah m w eh r w ey w ey vcl d aw n ix n dh ax er,0.972623,355,b iy vcl g ih n iy ix vcl g z ae m ey sh en ax v ax s ay cl w ix dh ix vcl g uh vcl m ae cl ae n vcl d eh r ih l f ow dx ow z ix v cl p aa s ax vcl b,0.850133,466
member,s cl p r ih ng s cl t r iy dx ih s cl t r ey dx ah hh ey ih,0.845956,239,dh ih vcl g ao r vcl jh ix s vcl b ah dx er f l ay ey dx ax l aa vcl d ax v n eh cl t,0.907842,283,hh ih s w iy cl t epi w ih s cl p er cl k ey m ae f cl t ix vcl g r ey cl t eh f er,0.9275,318,f ay cl s cl p r ae ng ah cl p ix eh n w er cl k w ih cl k l iy s cl k w eh l cl ch cl,0.900665,337,t ey cl ch aa r vcl jh ih v cl ch uw z ix ng hh er vcl b r ay vcl z m ey vcl z vcl g y aw ax n,1.02025,435,hh er ao vcl b ah n hh ey er r iy m ay n vcl d ih cl t hh ae m ah v ao dx ax m l iy vcl,0.925206,439,k ao f iy ih z vcl g r ow n ow n s cl t iy cl jh ah ng vcl g ow l ay cl k s l ow cl p s ih n cl t eh m cl p r ih cl z ow n,0.938417,512,w iy s eh n sh ah v el s sil s iy m ae cl sil m ey l z eh ng cl k ao r ix vcl g ey dx ih vcl d ao r n f ah r uw f,0.908599,532
member,s eh dx ax n l iy sil m ay r iy f l eh cl k s ix z aa r vcl g ao,0.880087,248,t ow f ax ih z epi m ey f ah m cl p r aa s eh s oy vcl b iy n,0.800083,284,ih cl t s f ah n cl t ix r ow s epi m aa r sh epi m ah l ow z ax n ix vcl g ae s cl p er n,0.811172,285,ey y ah ng m aw s cl k ae m cl p er vcl d ix cl k r aa s dh ax f iy l dx ix n vcl d ix s ax cl p iy er vcl,0.833509,314,ix n s ay cl k l ax cl p iy dx iy ah s eh l dx ax m cl p er z eh n ae n ix cl d ow dx el eh v ix dx ix n cl,0.807643,327,ay vcl g ey v ix m s eh v el cl ch oy s ix z ax n l eh cl dh eh n s eh cl dh ax cl p r ay ao r dx iy,0.842447,333,w ix th er sh aa r cl t ah ng sh iy dx ix v cl k ah vcl hh ix z cl p aa m cl p ax s epi n ix s cl t ax r ih v ix n,0.823729,334,hh iy w el s ey dh eh dx er cl k ah n cl t r iy ix z iy v ix n aw ah hh aa m aa vcl jh en ix s cl k m y uw n ix dx,0.849075,352
member,hh ix s cl p ae n ih cl k aa s cl t uw m z er cl k w ay cl k ah l er f,0.9309,271,dh ix r uw f ix dh ix cl k m ae n cl p ow s cl t ix vcl g ae n cl t vcl b aa cl k,0.875274,273,dh ax w er cl k s aa r cl p r iy z eh n ih vcl d cl k r aa n ax l aa vcl jh ax cl k l,0.918626,303,d ay ae n m ey s cl p l er vcl jh ix n vcl b ay eh cl t er cl k oy z epi n eh cl k l ax,0.920743,318,w ix th vcl d r aa sil ow n l iy ih z m ah cl ch epi m ah n iy ae zh ix n iy,0.925481,335,t aa m ix s th ih ng cl s sil ey l aa r vcl jh ix cl k l ae m cl p s ao l z dh ax cl p r aa vcl b l ax,0.909671,371,b ay ix ng ih th er ow vcl b r eh vcl d hh ao r s r ix cl k w ay er z sil ih n cl t uw ih sh ix n ih n eh cl k s cl p ix cl t iy,0.880785,484,ae n cl s cl k eh r iy dh ix s iy vcl s sil s ow vcl b ae dx er vcl b iy sh uh er dh ix cl dh eh r n ow ae n cl hh ix l z n ih r vcl b,0.92821,539
member,w er y uw cl t ey cl k ix m,0.794748,99,hh iy hh uw vcl d ih z n aa l ah v ax vcl b ay vcl z ih n vcl d eh,1.00147,288,dh ey ao l ix vcl g r iy dh eh cl dh iy eh s ey ix z vcl b eh er l iy ih n cl t eh l ix vcl jh ix vcl b,0.855311,326,k aa n cl t ix n eh n cl t el vcl d r ih f cl t sil ix z ix vcl jh iy ax l aa vcl jh ix cl k ax l sil dh ih r,0.821766,354,l aw z ih n ih s ix z ax cl p r iy r eh cl k w ix s eh cl t sil f er eh cl p ix vcl d ih m ix cl k sil t ay f ax,0.842074,406,s epi m ae sh l ay vcl b ah vcl b z ix n dh er cl k ae sh v ae y uw w ih l sil d ix m eh n ih sh cl t uw n ah th ix,0.939226,435,s cl k ax l ae s cl t ix cl sil ae cl t ix cl t uw vcl d sil ix z vcl jh ah vcl jh vcl b ay s cl t eh n vcl d er vcl d ay z cl t eh s cl,0.878026,465,ae n ae vcl d ah l cl t sil m ey l vcl b ae vcl b uw n s cl t iy th sil aa r n aa cl s uw dx ax vcl b el f er iy dx iy ng sh eh l f ih,0.910453,498
member,w ih z ih dx ix vcl b er th cl t ey vcl b ao,0.821321,122,b ix cl n aw sh iy l uh cl t ah vcl g l,0.810941,155,t ow f uw ih z m ey vcl f r m cl p r aa s eh s oy vcl b iy n,0.912746,251,ix cl s f ah n d er r ow s cl t m aa r sh en eh l ax z aa n ix vcl g ae s vcl b er n,0.824734,258,ax y ah ng m aw s cl k ae m cl p er dx ix cl k r aa s dh ix f iy l vcl d ix n d ih s ix cl p ih er vcl,0.868765,308,ix n s ay cl k l ix cl p iy dx iy ix s eh l vcl d ix m cl p r ih z eh n cl t ae n eh cl d ow dx el eh v ix dx ix n cl,0.848772,349,ay vcl g ey v dh ax m s eh v r el cl ch oy s ih z ih n l eh cl b eh m s eh cl dh ix cl p r ay er r ix cl t iy,0.848644,349,hh ih z cl p er s cl k r ih cl sh ix n sil hh aa en cl k ow l vcl d cl k aa m cl p r eh s ix z cl t ix ih ng cl k r iy s hh er vcl s ao r cl sh ix n ix v w aa dx,0.864183,495
